fighter,sig_str_landed,total_str_landed,td_landed,head_landed,body_landed,leg_landed,distance_landed,clinch_landed,ground_landed,sig_str_attempts,total_str_attempts,td_attempts,kd,sub_att,rev,ctrl_seconds,sig_str_acc,td_acc
Josefine Knutsson,77.0,119.66666666666667,1.0,45.666666666666664,19.666666666666668,11.666666666666666,53.0,11.333333333333334,12.666666666666666,142.33333333333334,192.33333333333334,1.3333333333333333,0.0,0.0,0.3333333333333333,256.3333333333333,0.5379121646795827,0.75
Joselyne Edwards,36.4,83.4,2.0,18.6,8.8,9.0,30.0,3.0,3.4,65.2,120.4,3.6,0.2,0.8,0.8,230.6,0.5520237691413065,0.5491071428571428
Joseph Benavidez,36.2,47.6,1.4,16.6,10.8,8.8,31.8,3.4,1.0,80.2,93.4,2.8,0.4,0.0,0.4,108.0,0.47810204512205584,0.2916666666666667
Joseph Gigliotti,10.0,15.0,1.0,6.0,3.0,1.0,5.5,4.0,0.5,25.5,30.5,1.0,0.0,0.5,0.0,48.5,0.36693548387096775,1.0
Joseph Holmes,26.0,29.5,0.5,13.25,5.75,7.0,20.5,3.75,1.75,45.0,48.75,1.25,0.25,0.25,0.25,101.25,0.6130931510051426,0.5
Joseph Morales,15.8,22.0,0.6,10.0,4.6,1.2,8.8,2.2,4.8,39.0,47.2,1.4,0.2,1.6,0.2,80.4,0.41995528310826813,0.4666666666666666
Joseph Sandoval,1.5,1.5,0.0,1.5,0.0,0.0,1.5,0.0,0.0,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.375,0.0
Josh Barnett,53.0,80.2,0.2,33.6,18.0,1.4,20.4,27.6,5.0,80.0,109.6,0.8,0.2,0.2,0.2,200.8,0.6543477416640597,0.16666666666666666
Josh Bryant,9.0,9.0,0.0,7.0,1.0,1.0,9.0,0.0,0.0,45.0,45.0,2.0,0.0,0.0,0.0,0.0,0.2,0.0
Josh Clopton,24.0,70.5,2.0,11.0,7.0,6.0,10.0,10.0,4.0,37.5,87.0,3.0,0.0,0.0,0.0,332.0,0.5390818858560794,0.6666666666666666
Josh Copeland,14.5,19.5,0.0,10.0,4.0,0.5,9.5,5.0,0.0,46.0,51.0,0.0,0.0,0.0,0.0,5.0,0.3035714285714286,0.0
Josh Culibao,49.4,61.2,0.0,31.6,8.8,9.0,43.6,2.6,3.2,108.8,121.8,1.2,0.6,0.2,0.0,51.0,0.43734393903174534,0.0
Josh Emmett,30.4,34.0,1.0,18.0,7.4,5.0,28.4,0.4,1.6,102.0,108.0,3.0,0.2,0.0,0.0,83.8,0.2987590278573885,0.3068181818181818
Josh Ferguson,27.0,41.5,0.5,18.5,7.0,1.5,21.0,3.5,2.5,61.5,79.5,4.5,0.0,0.0,0.5,265.5,0.4469496021220159,0.0625
Josh Fremd,28.4,46.4,0.4,13.6,8.2,6.6,24.0,3.2,1.2,67.0,86.8,2.2,0.0,0.8,0.4,160.8,0.473436184913008,0.25
Josh Grispi,10.0,19.0,1.75,3.5,2.5,4.0,7.5,1.25,1.25,26.75,36.0,4.0,0.0,1.0,0.0,120.0,0.4085452338359315,0.5074074074074074
Josh Haynes,13.333333333333334,21.0,0.6666666666666666,8.0,3.3333333333333335,2.0,7.333333333333333,3.0,3.0,59.333333333333336,68.0,3.6666666666666665,0.3333333333333333,0.0,0.3333333333333333,82.0,0.25166516651665166,0.13888888888888887
Josh Hendricks,1.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
Josh Hokit,9.0,11.0,0.0,9.0,0.0,0.0,7.0,1.0,1.0,17.0,19.0,0.0,2.0,0.0,0.0,8.0,0.5294117647058824,0.0
Josh Koscheck,10.2,19.4,0.8,6.8,3.0,0.4,5.6,2.4,2.2,33.8,43.6,3.4,0.0,0.0,0.0,147.4,0.31391920813269125,0.25
Josh Neer,36.0,49.8,0.2,26.2,7.4,2.4,23.4,12.6,0.0,73.2,88.0,1.0,0.0,0.4,0.0,28.8,0.4480591218612569,0.1111111111111111
Josh Parisian,23.4,41.2,0.8,13.8,6.6,3.0,17.0,2.8,3.6,52.6,78.8,1.6,0.0,0.0,0.0,59.0,0.47926203906776693,0.4166666666666667
Josh Quinlan,36.25,36.25,0.25,18.75,7.5,10.0,35.25,0.5,0.5,89.0,89.0,2.25,0.25,0.0,0.0,13.75,0.3736483134920635,0.0625
Josh Rafferty,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,4.0,1.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.0
Josh Samman,17.2,37.4,0.6,6.8,7.0,3.4,7.2,7.2,2.8,32.6,55.2,1.8,0.4,0.2,0.2,146.4,0.5265541334726394,0.3333333333333333
Josh Sampo,21.25,48.5,0.75,11.5,5.75,4.0,16.0,2.5,2.75,58.25,86.75,2.25,0.0,1.5,0.25,107.25,0.344606186723724,0.5714285714285714
Josh Shockley,14.0,23.5,0.0,10.0,3.5,0.5,8.5,4.0,1.5,42.0,53.5,1.0,0.0,0.5,0.0,57.0,0.4027777777777778,0.0
Josh Shockman,13.0,50.0,0.0,1.0,2.0,10.0,13.0,0.0,0.0,40.0,83.0,0.0,0.0,0.0,0.0,26.0,0.325,0.0
Josh Stansbury,33.666666666666664,80.33333333333333,0.0,23.0,5.666666666666667,5.0,21.333333333333332,7.333333333333333,5.0,61.666666666666664,110.0,1.6666666666666667,0.0,0.6666666666666666,0.0,240.33333333333334,0.48296044557726797,0.0
Josh Thomson,29.2,38.0,1.6,14.4,7.2,7.6,20.2,5.8,3.2,74.2,83.8,5.2,0.2,0.0,0.0,164.2,0.4261075102653539,0.43939393939393934
Joshua Burkman,20.6,21.4,0.8,6.4,3.6,10.6,18.4,2.2,0.0,51.0,51.8,2.4,0.0,0.0,0.0,57.2,0.5408380851679822,0.1875
Joshua Van,134.2,170.4,0.6,99.0,22.6,12.6,116.8,10.4,7.0,224.6,264.0,0.6,0.8,0.0,0.0,81.2,0.5971799811901979,1.0
Joshua Weems,18.0,22.0,2.0,9.0,6.0,3.0,12.0,6.0,0.0,26.0,32.0,3.0,0.0,0.0,0.0,63.0,0.6923076923076923,0.6666666666666666
Josiane Nunes,66.0,71.6,0.0,45.6,14.0,6.4,57.0,7.2,1.8,151.6,157.8,0.2,0.4,0.0,0.0,39.8,0.4350057319090602,0.0
Josias Musasa,28.0,37.5,0.5,14.5,3.5,10.0,20.0,8.0,0.0,60.0,74.5,1.5,0.0,0.0,0.0,31.0,0.4512504530627039,0.25
Journey Newson,20.6,26.6,0.4,9.2,6.4,5.0,18.2,0.6,1.8,62.0,70.0,2.2,0.2,0.0,0.0,22.0,0.34529862262429944,0.2222222222222222
Juan Adams,44.25,59.5,0.5,34.0,7.75,2.5,24.5,10.75,9.0,86.75,102.5,0.75,0.0,0.0,0.0,90.5,0.5249987812487813,0.5
Juan Espino,14.666666666666666,36.333333333333336,3.6666666666666665,12.0,2.0,0.6666666666666666,3.0,3.0,8.666666666666666,20.666666666666668,45.666666666666664,4.666666666666667,0.0,1.0,0.0,177.0,0.6967371929008758,0.8380952380952381
Juan Manuel Puig,6.5,6.5,0.0,2.0,0.5,4.0,6.5,0.0,0.0,27.5,27.5,0.0,0.0,0.0,0.0,0.0,0.12745098039215685,0.0
Juancamilo Ronderos,6.0,29.0,0.5,2.5,1.0,2.5,4.5,1.5,0.0,19.5,44.5,1.5,0.0,0.0,0.0,41.0,0.24330357142857142,0.5
Jules Bruchez,1.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
Julia Avila,30.0,50.4,0.6,17.4,5.0,7.6,25.8,3.2,1.0,69.4,95.8,1.4,0.0,0.2,0.4,85.8,0.42646174914540735,0.5833333333333334
Julia Polastri,94.0,121.75,0.75,55.25,27.5,11.25,74.5,13.25,6.25,167.75,200.5,1.0,0.0,0.25,0.0,133.0,0.562286908085125,0.5
Julian Erosa,35.4,43.8,0.8,26.4,5.6,3.4,25.8,5.2,4.4,73.8,86.6,2.4,0.0,0.4,0.0,60.6,0.504986718879347,0.43333333333333335
Julian Marquez,38.8,42.4,0.0,29.6,6.0,3.2,28.4,6.6,3.8,77.4,82.4,0.2,0.2,0.4,0.0,9.2,0.5811810576669986,0.0
Julian Sanchez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juliana Lima,29.4,62.6,1.8,14.0,7.8,7.6,12.2,10.4,6.8,61.4,98.8,3.4,0.0,0.0,0.4,278.0,0.46114867680884186,0.5
Juliana Miller,32.5,59.5,1.75,22.25,7.75,2.5,20.25,4.5,7.75,73.5,108.0,4.5,0.0,1.0,0.0,294.5,0.4337602382725242,0.3333333333333333
Julianna Pena,55.6,99.6,0.8,48.0,7.4,0.2,50.4,2.8,2.4,131.0,184.6,1.2,0.0,0.8,0.0,108.0,0.4257283457283457,0.6666666666666666
Julie Kedzie,41.0,77.0,1.0,18.5,14.5,8.0,33.0,8.0,0.0,131.0,170.5,4.5,0.0,0.0,0.0,148.5,0.3293718166383701,0.2222222222222222
Julija Stoliarenko,20.8,24.0,0.8,10.0,4.8,6.0,18.8,2.0,0.0,57.0,61.8,3.2,0.0,1.0,0.0,71.2,0.41430487339058475,0.5066666666666666
Julio Arce,47.4,51.4,0.2,33.2,10.4,3.8,45.0,2.4,0.0,132.2,138.6,0.8,0.4,0.0,0.0,11.2,0.3182062359117762,0.16666666666666666
Julio Paulino,14.5,35.0,0.0,8.0,5.5,1.0,9.0,3.5,2.0,52.0,73.5,0.0,0.0,0.5,0.5,96.5,0.2799539170506912,0.0
Julius Walker,65.0,105.0,3.5,31.5,21.0,12.5,34.5,19.5,11.0,116.5,160.0,9.5,0.5,0.0,0.0,518.5,0.6063006979815129,0.3555555555555555
Jumabieke Tuerxun,17.0,26.333333333333332,0.3333333333333333,10.333333333333334,3.6666666666666665,3.0,13.333333333333334,2.3333333333333335,1.3333333333333333,58.666666666666664,69.66666666666667,3.0,0.0,0.6666666666666666,0.0,38.333333333333336,0.3375945653852092,0.1111111111111111
JunYong Park,59.8,87.2,0.8,47.2,6.6,6.0,52.0,2.2,5.6,114.8,156.4,3.0,0.2,0.8,0.4,221.4,0.5067816989675954,0.19444444444444442
Junie Browning,16.0,19.5,1.0,10.5,3.0,2.5,13.0,1.5,1.5,33.0,37.0,1.5,0.0,1.0,0.5,126.0,0.4126984126984127,0.5
Junior Albini,23.2,32.0,0.6,14.0,5.4,3.8,18.0,4.4,0.8,45.4,54.4,1.6,0.2,0.0,0.0,89.8,0.5635963407661521,0.4444444444444444
Junior Assuncao,28.6,57.0,1.4,19.2,5.8,3.6,12.2,6.0,10.4,45.6,78.2,5.8,0.2,0.4,0.2,238.6,0.5163383614315291,0.26041666666666663
Junior Dos Santos,14.8,15.0,0.0,6.2,5.2,3.4,13.0,1.2,0.6,34.0,34.2,0.2,0.2,0.0,0.0,2.2,0.45168831168831164,0.0
Junior Tafa,23.8,26.8,0.0,20.4,3.2,0.2,19.0,3.0,1.8,42.8,45.8,0.0,0.2,0.0,0.2,6.6,0.5668116940320888,0.0
Jussier Formiga,18.4,47.0,1.4,15.4,1.8,1.2,15.0,0.6,2.8,41.8,74.2,4.4,0.0,0.2,0.2,224.8,0.4433129596598032,0.3611111111111111
Justin Buchholz,17.8,26.6,0.0,12.6,2.8,2.4,11.2,4.6,2.0,67.0,76.8,0.2,0.2,0.4,0.4,54.2,0.27258550972836687,0.0
Justin Edwards,24.8,30.2,0.4,17.0,5.8,2.0,15.2,8.2,1.4,65.6,72.2,1.6,0.2,0.6,0.0,52.0,0.43840225563909774,0.16666666666666666
Justin Eilers,5.0,8.75,0.0,2.75,0.0,2.25,1.75,3.0,0.25,16.25,20.25,0.5,0.25,0.0,0.0,28.75,0.3759920634920635,0.0
Justin Frazier,4.0,17.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,6.0,19.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0
Justin Gaethje,68.0,73.8,0.2,43.4,11.8,12.8,56.2,10.6,1.2,120.6,127.0,1.2,0.6,0.0,0.0,22.2,0.5829632622793242,0.16666666666666666
Justin James,13.0,28.0,0.0,8.0,5.0,0.0,3.0,8.0,2.0,36.0,52.0,0.0,0.0,1.0,0.0,26.0,0.3611111111111111,0.0
Justin Jaynes,26.8,30.0,0.4,19.6,6.2,1.0,23.0,1.6,2.2,60.4,64.2,1.0,0.4,0.6,1.0,45.2,0.44960382548845745,0.3333333333333333
Justin Jones,25.5,60.0,1.0,12.0,6.0,7.5,12.5,11.0,2.0,70.5,109.0,6.5,0.0,0.5,0.0,282.0,0.3626207729468599,0.08333333333333333
Justin Lawrence,28.666666666666668,30.333333333333332,0.6666666666666666,23.333333333333332,3.6666666666666665,1.6666666666666667,26.0,1.6666666666666667,1.0,82.33333333333333,85.66666666666667,2.3333333333333335,0.3333333333333333,0.0,0.0,20.666666666666668,0.23464755077658306,0.29166666666666663
Justin Ledet,20.4,26.8,0.0,17.8,2.2,0.4,19.2,1.2,0.0,63.6,70.2,0.2,0.0,0.0,0.0,14.8,0.2811422510018915,0.0
Justin Levens,1.0,3.5,0.0,0.0,0.5,0.5,0.5,0.5,0.0,5.0,7.5,0.5,0.0,0.5,0.0,15.0,0.25,0.0
Justin McCully,18.5,57.75,1.0,14.25,1.0,3.25,8.25,5.75,4.5,48.75,93.75,2.25,0.25,0.0,0.25,308.25,0.3478557122953675,0.425
Justin Salas,22.8,26.2,0.8,14.0,4.0,4.8,15.6,5.0,2.2,54.4,57.8,4.0,0.2,0.0,0.0,33.2,0.42610985002229873,0.3333333333333333
Justin Scoggins,46.8,59.0,1.4,28.4,11.4,7.0,35.6,3.6,7.6,99.8,113.8,2.4,0.2,0.0,0.0,160.2,0.47419256690440365,0.5333333333333333
Justin Tafa,8.0,9.2,0.0,6.0,1.6,0.4,5.8,1.0,1.2,15.4,16.8,0.0,0.4,0.0,0.0,1.6,0.35481727574750827,0.0
Justin Willis,42.2,56.6,0.8,35.2,3.8,3.2,33.6,2.8,5.8,71.2,86.6,1.2,0.4,0.0,0.0,77.4,0.5127428068106789,0.625
Justin Wren,17.0,17.0,0.0,5.0,9.0,3.0,12.0,5.0,0.0,159.0,159.0,1.0,0.0,0.0,0.0,16.0,0.1069182389937107,0.0
Justine Kish,69.2,75.6,0.4,28.6,15.4,25.2,61.8,5.2,2.2,146.6,154.8,1.4,0.2,0.0,0.2,41.4,0.4828248262683849,0.3333333333333333
Jutaro Nakao,6.0,12.0,0.0,2.0,1.0,3.0,4.0,1.0,1.0,14.0,20.0,0.5,0.5,0.0,0.0,126.5,0.6,0.0
KB Bhullar,36.0,36.5,0.0,2.5,6.0,27.5,35.5,0.5,0.0,73.0,74.0,0.0,0.0,0.0,0.0,6.0,0.3338422391857506,0.0
KJ Noons,24.2,26.8,0.0,13.8,7.4,3.0,20.8,3.0,0.4,59.8,62.6,0.0,0.2,0.0,0.0,1.0,0.5029689722516835,0.0
Kaan Ofli,14.666666666666666,25.666666666666668,0.3333333333333333,5.0,5.666666666666667,4.0,8.666666666666666,6.0,0.0,31.666666666666668,44.333333333333336,2.3333333333333335,0.0,0.3333333333333333,0.0,141.33333333333334,0.6327561327561327,0.5
Kai Asakura,19.0,34.0,0.0,13.5,4.0,1.5,19.0,0.0,0.0,58.0,74.0,0.0,0.0,0.0,0.0,12.5,0.41379310344827586,0.0
Kai Kamaka,67.5,87.75,1.75,29.0,28.25,10.25,56.75,7.75,3.0,118.25,142.25,3.0,0.25,0.25,0.25,223.25,0.5706050999584509,0.5833333333333333
Kai Kara-France,51.8,67.6,0.6,28.8,9.2,13.8,46.8,1.0,4.0,128.2,145.6,1.4,0.4,0.0,0.0,20.0,0.42881091025114204,0.375
Kailin Curran,42.2,84.0,0.8,27.4,11.0,3.8,28.8,9.2,4.2,98.2,144.6,2.0,0.0,0.6,0.2,262.6,0.40185314928328975,0.5555555555555555
Kajan Johnson,33.4,37.2,0.4,15.8,8.0,9.6,24.2,1.0,8.2,72.2,76.6,0.8,0.4,0.0,0.0,64.0,0.46827494600091446,0.5
Kalib Starnes,27.8,39.8,1.0,15.2,8.4,4.2,13.8,8.6,5.4,57.2,70.2,3.0,0.0,0.4,0.2,119.8,0.5045411428519667,0.36666666666666664
Kalindra Faria,17.0,26.333333333333332,0.6666666666666666,12.666666666666666,3.0,1.3333333333333333,6.666666666666667,2.6666666666666665,7.666666666666667,30.333333333333332,43.0,1.0,0.0,0.3333333333333333,0.0,115.33333333333333,0.43585434173669463,0.75
Kamal Shalorus,13.666666666666666,18.0,0.3333333333333333,8.0,3.0,2.6666666666666665,12.333333333333334,1.0,0.3333333333333333,62.0,67.0,2.0,0.0,0.0,0.0,21.666666666666668,0.2207070707070707,0.1111111111111111
Kamaru Usman,74.0,131.0,2.8,51.6,19.2,3.2,54.6,9.0,10.4,159.6,230.0,8.4,0.4,0.0,0.0,358.4,0.48371924803124333,0.3982051282051282
Kamuela Kirk,35.333333333333336,82.0,1.0,19.333333333333332,8.666666666666666,7.333333333333333,32.0,3.0,0.3333333333333333,74.66666666666667,127.66666666666667,4.666666666666667,0.0,1.3333333333333333,0.0,158.0,0.4584054459443867,0.21428571428571427
Kanako Murata,28.666666666666668,58.333333333333336,3.0,22.0,4.666666666666667,2.0,11.0,1.6666666666666667,16.0,50.333333333333336,86.33333333333333,5.333333333333333,0.0,0.6666666666666666,0.0,441.6666666666667,0.5761319591261452,0.4259259259259259
Karine Gevorgyan,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,10.0,10.0,2.0,0.0,0.0,0.0,22.0,0.2,0.0
Karine Silva,28.8,55.0,1.8,12.2,7.0,9.6,21.6,5.6,1.6,68.0,103.4,3.6,0.2,1.0,0.2,187.4,0.4073720493343135,0.6619047619047619
Karl Roberson,15.8,19.0,0.2,6.2,2.6,7.0,15.2,0.6,0.0,38.8,42.2,1.2,0.0,0.2,0.0,19.4,0.4253839727523938,0.16666666666666666
Karl Williams,44.25,94.25,4.5,33.0,4.75,6.5,32.75,1.75,9.75,92.0,163.75,10.0,0.25,0.25,0.0,389.5,0.5200976595479139,0.4246794871794872
Karlos Vemola,15.0,34.8,1.4,12.8,1.0,1.2,4.6,0.6,9.8,32.8,59.4,4.8,0.0,1.0,0.2,144.2,0.4355311355311355,0.39166666666666666
Karo Parisyan,27.8,49.4,2.4,21.0,2.2,4.6,14.2,7.4,6.2,66.8,90.2,6.4,0.0,0.2,0.0,203.8,0.38804396549077397,0.37003968253968256
Karol Rosa,94.6,154.2,0.8,51.2,8.8,34.6,83.0,7.2,4.4,168.8,232.0,1.4,0.0,0.4,0.0,198.0,0.5471644074020541,0.5416666666666666
Karolina Kowalkiewicz,88.0,97.2,0.4,49.0,28.4,10.6,81.4,6.4,0.2,181.0,192.4,2.6,0.0,0.0,0.2,68.0,0.46747078228324546,0.10416666666666666
Katlyn Cerminara,80.8,92.4,0.4,50.4,22.8,7.6,72.0,8.8,0.0,225.8,238.0,2.4,0.0,0.0,0.0,78.6,0.36508794874002065,0.13888888888888887
Katsuhisa Fujii,22.5,57.5,1.0,17.5,2.5,2.5,7.5,2.5,12.5,52.0,90.0,1.5,0.5,0.0,0.0,264.5,0.4337979094076655,0.6666666666666666
Katsunori Kikuno,15.8,26.2,0.8,10.6,2.4,2.8,14.2,1.0,0.6,35.0,46.8,1.0,0.0,0.2,0.2,115.0,0.5278846153846154,0.875
Kaue Fernandes,40.75,51.75,0.75,19.5,8.25,13.0,34.0,1.75,5.0,73.5,86.0,0.75,1.0,0.0,0.0,53.0,0.5662804943006285,1.0
Kay Hansen,43.25,59.0,1.75,29.0,10.75,3.5,34.0,5.0,4.25,85.75,104.0,7.75,0.0,0.75,0.0,217.5,0.5027420599202778,0.24366883116883117
Kayla Harrison,45.333333333333336,75.0,2.0,32.333333333333336,9.0,4.0,13.333333333333334,8.0,24.0,73.0,109.33333333333333,5.333333333333333,0.0,0.6666666666666666,0.0,376.6666666666667,0.6196572658964029,0.4388888888888889
Kaynan Kruschewsky,48.5,61.5,1.5,33.5,14.5,0.5,30.5,14.0,4.0,93.5,113.0,1.5,0.0,1.0,0.0,83.5,0.41428866832092637,1.0
Kazuhiro Nakamura,10.5,16.5,1.0,3.5,5.0,2.0,4.5,6.0,0.0,27.0,33.5,5.0,0.0,0.0,0.0,53.0,0.3723702664796634,0.2
Kazuki Tokudome,29.75,73.25,1.75,21.0,3.5,5.25,19.0,5.0,5.75,72.25,132.75,4.5,0.25,0.0,0.0,326.0,0.435484598914017,0.46964285714285714
Kazula Vargas,34.5,59.0,0.25,19.25,9.5,5.75,29.5,1.5,3.5,64.0,92.25,1.0,0.0,0.25,0.5,109.5,0.579166044683286,0.16666666666666666
Kazushi Sakuraba,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,2.0,0.0,2.0,0.0,0.0,0.3333333333333333,0.5
Keigo Kunihara,1.0,10.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,20.0,5.0,0.0,1.0,0.0,195.0,0.1,0.4
Keiichiro Yamamiya,14.0,18.0,0.0,11.0,0.0,3.0,13.0,1.0,0.0,58.0,62.0,0.0,0.0,0.0,0.0,52.0,0.2413793103448276,0.0
Keita Nakamura,29.0,46.2,1.8,19.6,6.4,3.0,24.6,2.6,1.8,81.0,101.4,3.6,0.2,0.0,0.0,124.6,0.35952166441111033,0.44666666666666666
Keith Berish,30.5,34.5,1.0,19.5,3.0,8.0,28.5,1.5,0.5,84.0,88.0,2.5,0.0,0.0,0.0,26.0,0.3630952380952381,0.4
Keith Hackney,11.75,13.5,0.0,8.25,0.25,3.25,2.5,1.0,8.25,20.25,22.0,0.0,0.25,0.25,0.0,0.0,0.4522802197802198,0.0
Keith Jardine,39.4,42.4,0.4,24.4,4.8,10.2,31.6,5.8,2.0,126.6,129.6,1.4,0.2,0.0,0.0,49.6,0.2790044759084595,0.25
Keith Rockel,5.5,19.0,1.5,4.5,0.5,0.5,1.0,0.0,4.5,7.5,22.0,2.0,0.0,1.5,0.0,257.5,0.8,0.75
Keith Wisniewski,31.25,43.5,1.5,20.25,10.5,0.5,14.25,13.5,3.5,61.75,75.0,3.5,0.0,0.25,0.25,214.25,0.4977832735624773,0.275
Kelly Dullanty,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0
Kelly Faszholz,60.0,104.5,0.0,38.0,17.5,4.5,48.5,10.0,1.5,124.5,172.5,1.5,0.0,0.0,0.0,53.0,0.4736074270557029,0.0
Kelvin Gastelum,60.6,64.8,0.8,38.0,10.6,12.0,56.4,1.8,2.4,134.8,139.6,1.6,0.2,0.0,0.2,63.4,0.4590180835018131,0.3333333333333333
Ken Shamrock,4.8,14.4,0.2,2.2,2.4,0.2,1.0,3.6,0.2,13.2,23.6,0.4,0.2,0.4,0.0,7.8,0.2681818181818182,0.5
Ken Stone,22.5,33.25,0.5,10.75,3.75,8.0,16.25,6.0,0.25,44.0,56.0,1.25,0.0,0.25,0.0,114.5,0.5519957983193278,0.5
Kendall Grove,15.6,49.4,0.6,8.6,5.0,2.0,6.4,7.2,2.0,47.2,83.4,1.0,0.2,1.0,0.2,60.6,0.34898218290485306,0.7777777777777777
Kenichi Yamamoto,8.0,13.333333333333334,0.0,2.0,5.666666666666667,0.3333333333333333,1.3333333333333333,0.6666666666666666,6.0,12.333333333333334,18.666666666666668,1.3333333333333333,0.0,0.3333333333333333,0.0,285.6666666666667,0.4826007326007326,0.0
Kennedy Nzechukwu,38.0,38.0,0.0,27.0,10.2,0.8,34.6,2.6,0.8,82.4,82.4,0.2,0.2,0.0,0.0,3.0,0.4374242814242814,0.0
Kenny Florian,33.8,66.2,1.4,21.2,6.8,5.8,22.6,6.2,5.0,113.2,149.4,6.4,0.2,0.6,0.0,166.0,0.29386908620779584,0.3742690058479532
Kenny Robertson,42.4,61.8,1.2,27.6,4.0,10.8,26.6,6.0,9.8,95.4,119.6,3.4,0.4,0.6,0.6,236.6,0.4803331478343515,0.49166666666666664
Kerry Schall,8.0,8.0,0.0,7.0,0.0,1.0,8.0,0.0,0.0,68.0,68.0,0.0,0.0,0.0,0.0,0.0,0.11764705882352941,0.0
Ketlen Souza,45.4,55.6,0.2,24.0,12.6,8.8,39.2,5.6,0.6,78.4,90.6,1.4,0.2,0.2,0.2,62.0,0.5851477174034342,0.16666666666666666
Ketlen Vieira,31.2,86.8,1.0,20.2,3.6,7.4,25.0,3.4,2.8,78.6,147.2,1.6,0.0,0.8,0.0,371.8,0.401549105670466,0.5
Kevin Aguilar,46.8,63.4,0.2,28.0,16.2,2.6,42.0,3.4,1.4,130.8,147.6,1.0,0.0,0.0,0.2,39.0,0.36650239678017454,0.3333333333333333
Kevin Borjas,48.0,50.75,0.0,36.25,6.25,5.5,44.75,2.5,0.75,109.5,112.25,2.5,0.25,0.0,0.25,58.0,0.41360701930822896,0.0
Kevin Burns,29.0,56.6,0.2,14.6,5.6,8.8,21.6,4.8,2.6,74.6,102.8,0.4,0.4,0.6,0.0,26.4,0.4342340115834092,0.5
Kevin Casey,28.2,40.8,0.6,16.0,6.4,5.8,17.4,3.4,7.4,54.2,67.6,2.6,0.0,0.0,0.2,172.8,0.4008628500433516,0.16666666666666666
Kevin Christian,14.0,14.0,0.0,0.0,6.0,8.0,14.0,0.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.8235294117647058,0.0
Kevin Croom,20.75,29.0,0.25,12.0,3.5,5.25,19.5,1.0,0.25,60.75,72.75,4.25,0.25,0.25,0.25,128.5,0.41463826910074375,0.03125
Kevin Ferguson,16.0,25.0,3.0,13.5,2.5,0.0,8.0,2.0,6.0,43.5,53.0,4.5,0.0,0.5,0.0,206.5,0.3235930735930736,0.7
Kevin Holland,48.0,79.2,0.6,28.2,8.6,11.2,30.2,11.4,6.4,97.2,131.4,1.4,0.4,0.2,0.0,46.2,0.5716444795772506,0.5625
Kevin Jackson,6.25,11.0,1.25,4.75,1.25,0.25,1.75,0.0,4.5,9.5,14.75,1.25,0.0,0.25,0.0,0.0,0.5966666666666667,1.0
Kevin Jordan,18.0,22.5,0.0,10.5,6.5,1.0,12.0,6.0,0.0,43.0,47.5,0.5,0.0,0.0,0.0,43.5,0.44253859348198965,0.0
Kevin Jousset,72.0,82.75,0.5,39.75,11.5,20.75,64.5,7.5,0.0,139.5,153.0,1.25,0.0,0.25,0.0,35.75,0.5167401085242169,0.5
Kevin Lee,31.2,39.8,2.2,23.8,6.0,1.4,27.2,1.4,2.6,80.8,90.0,5.2,0.2,0.0,0.2,225.2,0.3908513891315743,0.4900793650793651
Kevin Natividad,25.666666666666668,34.0,2.3333333333333335,19.0,5.0,1.6666666666666667,19.0,2.3333333333333335,4.333333333333333,75.33333333333333,86.33333333333333,4.666666666666667,0.3333333333333333,0.0,0.0,100.0,0.3740162506383107,0.2692307692307692
Kevin Randleman,12.0,41.0,2.2,10.6,1.2,0.2,2.8,1.8,7.4,30.6,63.0,4.0,0.0,1.0,0.0,522.4,0.45262334055173714,0.6090909090909091
Kevin Vallejos,52.0,58.0,1.0,32.0,15.0,5.0,47.0,4.5,0.5,128.0,134.5,2.5,0.5,0.0,0.0,39.5,0.4557658094775998,0.4
Khabib Nurmagomedov,68.2,102.0,4.4,58.2,7.2,2.8,38.2,0.8,29.2,144.2,182.4,9.2,0.0,1.0,0.0,516.8,0.47868699848251567,0.5355860805860806
