event,fighter_name,opponent_name,weightclass,method,round,time,time_format,details,outcome
UFC Fight Night: Shevchenko vs. Carmouche 2,Raphael Pessoa,Ciryl Gane,Heavyweight Bout,Submission,1,4:12,3 Rnd (5-5-5),Arm Triangle From Side Control,Loss
UFC Fight Night: Shevchenko vs. Carmouche 2,Tecia Pennington,Marina Rodriguez,Women's Strawweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Joseph Terrell 27 - 30.Eric Colon 27 - 30.Guilherme Bravo 26 - 30.,Loss
UFC Fight Night: Shevchenko vs. Carmouche 2,Marina Rodriguez,Tecia Pennington,Women's Strawweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Joseph Terrell 27 - 30.Eric Colon 27 - 30.Guilherme Bravo 26 - 30.,Win
UFC Fight Night: Shevchenko vs. Carmouche 2,Rogerio Bontorin,Raulian Paiva,Flyweight Bout,TKO - Doctor's Stoppage,1,2:56,3 Rnd (5-5-5),,Win
UFC Fight Night: Shevchenko vs. Carmouche 2,Raulian Paiva,Rogerio Bontorin,Flyweight Bout,TKO - Doctor's Stoppage,1,2:56,3 Rnd (5-5-5),,Loss
UFC Fight Night: Shevchenko vs. Carmouche 2,Geraldo de Freitas,Chris Gutierrez,Bantamweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Tony Weeks 28 - 29.Joseph Terrell 30 - 27.Phillipe Iorio 28 - 29.,Loss
UFC Fight Night: Shevchenko vs. Carmouche 2,Chris Gutierrez,Geraldo de Freitas,Bantamweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Tony Weeks 28 - 29.Joseph Terrell 30 - 27.Phillipe Iorio 28 - 29.,Win
UFC Fight Night: Shevchenko vs. Carmouche 2,Kazula Vargas,Alex Da Silva,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Guilherme Bravo 27 - 30.Fabio Alves 27 - 30.Eric Colon 27 - 30.,Loss
UFC Fight Night: Shevchenko vs. Carmouche 2,Alex Da Silva,Kazula Vargas,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Guilherme Bravo 27 - 30.Fabio Alves 27 - 30.Eric Colon 27 - 30.,Win
UFC Fight Night: Shevchenko vs. Carmouche 2,Veronica Hardy,Polyana Viana,Women's Flyweight Bout,Submission,1,1:09,3 Rnd (5-5-5),Armbar On Ground,Win
UFC Fight Night: Shevchenko vs. Carmouche 2,Polyana Viana,Veronica Hardy,Women's Flyweight Bout,Submission,1,1:09,3 Rnd (5-5-5),Armbar On Ground,Loss
UFC Fight Night: Covington vs. Lawler,Colby Covington,Robbie Lawler,Welterweight Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Eric Colon 44 - 50.Dave Tirelli 45 - 50.Dominic Carolei 45 - 50.,Win
UFC Fight Night: Covington vs. Lawler,Robbie Lawler,Colby Covington,Welterweight Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Eric Colon 44 - 50.Dave Tirelli 45 - 50.Dominic Carolei 45 - 50.,Loss
UFC Fight Night: Covington vs. Lawler,Jim Miller,Clay Guida,Lightweight Bout,Submission,1,0:58,3 Rnd (5-5-5),Guillotine Choke After Drop to Guard,Win
UFC Fight Night: Covington vs. Lawler,Clay Guida,Jim Miller,Lightweight Bout,Submission,1,0:58,3 Rnd (5-5-5),Guillotine Choke After Drop to Guard,Loss
UFC Fight Night: Covington vs. Lawler,Joaquim Silva,Nasrat Haqparast,Lightweight Bout,KO/TKO,2,0:36,3 Rnd (5-5-5),Punch to Head At Distance,Loss
UFC Fight Night: Covington vs. Lawler,Nasrat Haqparast,Joaquim Silva,Lightweight Bout,KO/TKO,2,0:36,3 Rnd (5-5-5),Punch to Head At Distance,Win
UFC Fight Night: Covington vs. Lawler,Trevin Giles,Gerald Meerschaert,Middleweight Bout,Submission,3,1:49,3 Rnd (5-5-5),Guillotine Choke On Ground,Loss
UFC Fight Night: Covington vs. Lawler,Gerald Meerschaert,Trevin Giles,Middleweight Bout,Submission,3,1:49,3 Rnd (5-5-5),Guillotine Choke On Ground,Win
UFC Fight Night: Covington vs. Lawler,Scott Holtzman,Dong Hyun Ma,Lightweight Bout,TKO - Doctor's Stoppage,2,5:00,3 Rnd (5-5-5),,Win
UFC Fight Night: Covington vs. Lawler,Dong Hyun Ma,Scott Holtzman,Lightweight Bout,TKO - Doctor's Stoppage,2,5:00,3 Rnd (5-5-5),,Loss
UFC Fight Night: Covington vs. Lawler,Darko Stosic,Kennedy Nzechukwu,Light Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Cardo Urso 26 - 29.Munah Holland 26 - 29.Jon Bilyk 27 - 28.,Loss
UFC Fight Night: Covington vs. Lawler,Kennedy Nzechukwu,Darko Stosic,Light Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Cardo Urso 26 - 29.Munah Holland 26 - 29.Jon Bilyk 27 - 28.,Win
UFC Fight Night: Covington vs. Lawler,Mickey Gall,Salim Touahri,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Eric Colon 28 - 29.Dave Tirelli 28 - 29.Cardo Urso 28 - 29.,Win
UFC Fight Night: Covington vs. Lawler,Salim Touahri,Mickey Gall,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Eric Colon 28 - 29.Dave Tirelli 28 - 29.Cardo Urso 28 - 29.,Loss
UFC Fight Night: Covington vs. Lawler,Antonina Shevchenko,Lucie Pudilova,Women's Flyweight Bout,Submission,2,1:20,3 Rnd (5-5-5),Rear Naked Choke,Win
UFC Fight Night: Covington vs. Lawler,Lucie Pudilova,Antonina Shevchenko,Women's Flyweight Bout,Submission,2,1:20,3 Rnd (5-5-5),Rear Naked Choke,Loss
UFC Fight Night: Covington vs. Lawler,Jordan Espinosa,Matt Schnell,Flyweight Bout,Submission,1,1:23,3 Rnd (5-5-5),Triangle Choke From Bottom Guard,Loss
UFC Fight Night: Covington vs. Lawler,Matt Schnell,Jordan Espinosa,Flyweight Bout,Submission,1,1:23,3 Rnd (5-5-5),Triangle Choke From Bottom Guard,Win
UFC Fight Night: Covington vs. Lawler,Lauren Murphy,Mara Romero Borella,Women's Flyweight Bout,KO/TKO,3,1:46,3 Rnd (5-5-5),Knee to Head In Clinch,Win
UFC Fight Night: Covington vs. Lawler,Mara Romero Borella,Lauren Murphy,Women's Flyweight Bout,KO/TKO,3,1:46,3 Rnd (5-5-5),Knee to Head In Clinch,Loss
UFC Fight Night: Covington vs. Lawler,Claudio Silva,Cole Williams,Welterweight Bout,Submission,1,2:35,3 Rnd (5-5-5),Neck Crank From Back Control,Win
UFC Fight Night: Covington vs. Lawler,Cole Williams,Claudio Silva,Welterweight Bout,Submission,1,2:35,3 Rnd (5-5-5),Neck Crank From Back Control,Loss
UFC Fight Night: Covington vs. Lawler,Miranda Granger,Hannah Goldy,Women's Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jon Bilyk 27 - 30.Dominic Carolei 27 - 30.Munah Holland 27 - 30.,Win
UFC Fight Night: Covington vs. Lawler,Hannah Goldy,Miranda Granger,Women's Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jon Bilyk 27 - 30.Dominic Carolei 27 - 30.Munah Holland 27 - 30.,Loss
UFC 240: Holloway vs. Edgar,Max Holloway,Frankie Edgar,UFC Featherweight Title Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Chris Lee 45 - 50.Dave Hagen 46 - 49.Tony Weeks 47 - 48.,Win
UFC 240: Holloway vs. Edgar,Frankie Edgar,Max Holloway,UFC Featherweight Title Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Chris Lee 45 - 50.Dave Hagen 46 - 49.Tony Weeks 47 - 48.,Loss
UFC 240: Holloway vs. Edgar,Cristiane Justino,Felicia Spencer,Women's Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kevin Dornan 27 - 30.Brian Puccillo 27 - 30.Thomas Collins 27 - 30.,Win
UFC 240: Holloway vs. Edgar,Felicia Spencer,Cristiane Justino,Women's Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kevin Dornan 27 - 30.Brian Puccillo 27 - 30.Thomas Collins 27 - 30.,Loss
UFC 240: Holloway vs. Edgar,Geoff Neal,Niko Price,Welterweight Bout,KO/TKO,2,2:39,3 Rnd (5-5-5),Punches to Head From Guard,Win
UFC 240: Holloway vs. Edgar,Niko Price,Geoff Neal,Welterweight Bout,KO/TKO,2,2:39,3 Rnd (5-5-5),Punches to Head From Guard,Loss
UFC 240: Holloway vs. Edgar,Olivier Aubin-Mercier,Arman Tsarukyan,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Thomas Collins 28 - 29.Chris Lee 28 - 29.Brian Puccillo 28 - 29.,Loss
UFC 240: Holloway vs. Edgar,Arman Tsarukyan,Olivier Aubin-Mercier,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Thomas Collins 28 - 29.Chris Lee 28 - 29.Brian Puccillo 28 - 29.,Win
UFC 240: Holloway vs. Edgar,Marc-Andre Barriault,Krzysztof Jotko,Middleweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Dave Hagen 28 - 29.Derek Cleary 28 - 29.Kevin Dornan 29 - 28.,Loss
UFC 240: Holloway vs. Edgar,Krzysztof Jotko,Marc-Andre Barriault,Middleweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Dave Hagen 28 - 29.Derek Cleary 28 - 29.Kevin Dornan 29 - 28.,Win
UFC 240: Holloway vs. Edgar,Alexis Davis,Viviane Araujo,Women's Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Brian Puccillo 28 - 29.Chris Lee 28 - 29.Thomas Collins 28 - 29.,Loss
UFC 240: Holloway vs. Edgar,Viviane Araujo,Alexis Davis,Women's Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Brian Puccillo 28 - 29.Chris Lee 28 - 29.Thomas Collins 28 - 29.,Win
UFC 240: Holloway vs. Edgar,Hakeem Dawodu,Yoshinori Horie,Featherweight Bout,KO/TKO,3,4:09,3 Rnd (5-5-5),Kick to Head At Distance,Win
UFC 240: Holloway vs. Edgar,Yoshinori Horie,Hakeem Dawodu,Featherweight Bout,KO/TKO,3,4:09,3 Rnd (5-5-5),Kick to Head At Distance,Loss
UFC 240: Holloway vs. Edgar,Gavin Tucker,SeungWoo Choi,Featherweight Bout,Submission,3,3:17,3 Rnd (5-5-5),Rear Naked Choke,Win
UFC 240: Holloway vs. Edgar,SeungWoo Choi,Gavin Tucker,Featherweight Bout,Submission,3,3:17,3 Rnd (5-5-5),Rear Naked Choke,Loss
UFC 240: Holloway vs. Edgar,Alexandre Pantoja,Deiveson Figueiredo,Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Tony Weeks 27 - 30.Brian Puccillo 27 - 30.Derek Cleary 27 - 30.,Loss
UFC 240: Holloway vs. Edgar,Deiveson Figueiredo,Alexandre Pantoja,Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Tony Weeks 27 - 30.Brian Puccillo 27 - 30.Derek Cleary 27 - 30.,Win
UFC 240: Holloway vs. Edgar,Gillian Robertson,Sarah Frota,Women's Flyweight Bout,KO/TKO,2,4:13,3 Rnd (5-5-5),Elbows to Head From Mount,Win
UFC 240: Holloway vs. Edgar,Sarah Frota,Gillian Robertson,Women's Flyweight Bout,KO/TKO,2,4:13,3 Rnd (5-5-5),Elbows to Head From Mount,Loss
UFC 240: Holloway vs. Edgar,Erik Koch,Kyle Stewart,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Brian Puccillo 27 - 30.Thomas Collins 28 - 29.Derek Cleary 28 - 29.,Win
UFC 240: Holloway vs. Edgar,Kyle Stewart,Erik Koch,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Brian Puccillo 27 - 30.Thomas Collins 28 - 29.Derek Cleary 28 - 29.,Loss
UFC Fight Night: Dos Anjos vs. Edwards,Rafael Dos Anjos,Leon Edwards,Welterweight Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Gino Garcia 45 - 50.Perry Hillin 46 - 49.Marcos Rosales 46 - 49.,Loss
UFC Fight Night: Dos Anjos vs. Edwards,Leon Edwards,Rafael Dos Anjos,Welterweight Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Gino Garcia 45 - 50.Perry Hillin 46 - 49.Marcos Rosales 46 - 49.,Win
UFC Fight Night: Dos Anjos vs. Edwards,Aleksei Oleinik,Walt Harris,Heavyweight Bout,KO/TKO,1,0:12,3 Rnd (5-5-5),Punch to Head At Distance,Loss
UFC Fight Night: Dos Anjos vs. Edwards,Walt Harris,Aleksei Oleinik,Heavyweight Bout,KO/TKO,1,0:12,3 Rnd (5-5-5),Punch to Head At Distance,Win
UFC Fight Night: Dos Anjos vs. Edwards,Greg Hardy,Juan Adams,Heavyweight Bout,KO/TKO,1,0:45,3 Rnd (5-5-5),Punches to Head On Ground,Win
UFC Fight Night: Dos Anjos vs. Edwards,Juan Adams,Greg Hardy,Heavyweight Bout,KO/TKO,1,0:45,3 Rnd (5-5-5),Punches to Head On Ground,Loss
UFC Fight Night: Dos Anjos vs. Edwards,James Vick,Dan Hooker,Lightweight Bout,KO/TKO,1,2:33,3 Rnd (5-5-5),Punch to Head At Distance,Loss
UFC Fight Night: Dos Anjos vs. Edwards,Dan Hooker,James Vick,Lightweight Bout,KO/TKO,1,2:33,3 Rnd (5-5-5),Punch to Head At Distance,Win
UFC Fight Night: Dos Anjos vs. Edwards,Alexander Hernandez,Francisco Trinaldo,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marcos Rosales 27 - 30.Ruben Carrion 27 - 30.Gino Garcia 28 - 29.,Win
UFC Fight Night: Dos Anjos vs. Edwards,Francisco Trinaldo,Alexander Hernandez,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marcos Rosales 27 - 30.Ruben Carrion 27 - 30.Gino Garcia 28 - 29.,Loss
UFC Fight Night: Dos Anjos vs. Edwards,Andrei Arlovski,Ben Rothwell,Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jennie Cardenas 27 - 30.Perry Hillin 27 - 30.Ruben Carrion 27 - 30.,Win
UFC Fight Night: Dos Anjos vs. Edwards,Ben Rothwell,Andrei Arlovski,Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jennie Cardenas 27 - 30.Perry Hillin 27 - 30.Ruben Carrion 27 - 30.,Loss
UFC Fight Night: Dos Anjos vs. Edwards,Alex Caceres,Steven Peterson,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jennie Cardenas 27 - 30.Ruben Carrion 28 - 29.Gino Garcia 28 - 29.,Win
UFC Fight Night: Dos Anjos vs. Edwards,Steven Peterson,Alex Caceres,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jennie Cardenas 27 - 30.Ruben Carrion 28 - 29.Gino Garcia 28 - 29.,Loss
UFC Fight Night: Dos Anjos vs. Edwards,Raquel Pennington,Irene Aldana,Women's Bantamweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Ruben Carrion 29 - 28.Perry Hillin 28 - 29.Marcos Rosales 28 - 29.,Win
UFC Fight Night: Dos Anjos vs. Edwards,Irene Aldana,Raquel Pennington,Women's Bantamweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Ruben Carrion 29 - 28.Perry Hillin 28 - 29.Marcos Rosales 28 - 29.,Loss
UFC Fight Night: Dos Anjos vs. Edwards,Sam Alvey,Klidson Abreu,Light Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jennie Cardenas 27 - 30.Ruben Carrion 27 - 30.Perry Hillin 28 - 29.,Loss
UFC Fight Night: Dos Anjos vs. Edwards,Klidson Abreu,Sam Alvey,Light Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jennie Cardenas 27 - 30.Ruben Carrion 27 - 30.Perry Hillin 28 - 29.,Win
UFC Fight Night: Dos Anjos vs. Edwards,Roxanne Modafferi,Jennifer Maia,Women's Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jennie Cardenas 27 - 30.Ruben Carrion 27 - 30.Gino Garcia 27 - 30.,Loss
UFC Fight Night: Dos Anjos vs. Edwards,Jennifer Maia,Roxanne Modafferi,Women's Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jennie Cardenas 27 - 30.Ruben Carrion 27 - 30.Gino Garcia 27 - 30.,Win
UFC Fight Night: Dos Anjos vs. Edwards,Ray Borg,Gabriel Silva,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marcos Rosales 28 - 29.Perry Hillin 28 - 29.Ruben Carrion 28 - 29.,Win
UFC Fight Night: Dos Anjos vs. Edwards,Gabriel Silva,Ray Borg,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marcos Rosales 28 - 29.Perry Hillin 28 - 29.Ruben Carrion 28 - 29.,Loss
UFC Fight Night: Dos Anjos vs. Edwards,Mario Bautista,Jin Soo Son,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jennie Cardenas 27 - 30.Perry Hillin 27 - 30.Gino Garcia 28 - 29.,Win
UFC Fight Night: Dos Anjos vs. Edwards,Jin Soo Son,Mario Bautista,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jennie Cardenas 27 - 30.Perry Hillin 27 - 30.Gino Garcia 28 - 29.,Loss
UFC Fight Night: Dos Anjos vs. Edwards,Domingo Pilarte,Felipe Colares,Bantamweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Marcelo Vilhena 28 - 29.Jennie Cardenas 29 - 28.Gino Garcia 28 - 29.,Loss
UFC Fight Night: Dos Anjos vs. Edwards,Felipe Colares,Domingo Pilarte,Bantamweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Marcelo Vilhena 28 - 29.Jennie Cardenas 29 - 28.Gino Garcia 28 - 29.,Win
UFC Fight Night: De Randamie vs. Ladd,Germaine de Randamie,Aspen Ladd,Women's Bantamweight Bout,KO/TKO,1,0:16,5 Rnd (5-5-5-5-5),Punch to Head At Distance,Win
UFC Fight Night: De Randamie vs. Ladd,Aspen Ladd,Germaine de Randamie,Women's Bantamweight Bout,KO/TKO,1,0:16,5 Rnd (5-5-5-5-5),Punch to Head At Distance,Loss
UFC Fight Night: De Randamie vs. Ladd,Urijah Faber,Ricky Simon,Bantamweight Bout,KO/TKO,1,0:46,3 Rnd (5-5-5),Punch to Head At Distance,Win
UFC Fight Night: De Randamie vs. Ladd,Ricky Simon,Urijah Faber,Bantamweight Bout,KO/TKO,1,0:46,3 Rnd (5-5-5),Punch to Head At Distance,Loss
UFC Fight Night: De Randamie vs. Ladd,Josh Emmett,Mirsad Bektic,Featherweight Bout,KO/TKO,1,4:25,3 Rnd (5-5-5),Punches to Head On Ground,Win
UFC Fight Night: De Randamie vs. Ladd,Mirsad Bektic,Josh Emmett,Featherweight Bout,KO/TKO,1,4:25,3 Rnd (5-5-5),Punches to Head On Ground,Loss
UFC Fight Night: De Randamie vs. Ladd,Karl Roberson,Wellington Turman,Middleweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Derek Cleary 29 - 28.Wade Vierra 28 - 29.Mike Bell 28 - 29.,Win
UFC Fight Night: De Randamie vs. Ladd,Wellington Turman,Karl Roberson,Middleweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Derek Cleary 29 - 28.Wade Vierra 28 - 29.Mike Bell 28 - 29.,Loss
UFC Fight Night: De Randamie vs. Ladd,Marvin Vettori,Cezar Ferreira,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Bell 27 - 30.Ron McCarthy 27 - 30.Derek Cleary 27 - 30.,Win
UFC Fight Night: De Randamie vs. Ladd,Cezar Ferreira,Marvin Vettori,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mike Bell 27 - 30.Ron McCarthy 27 - 30.Derek Cleary 27 - 30.,Loss
UFC Fight Night: De Randamie vs. Ladd,Mike Rodriguez,John Allan,Light Heavyweight Bout,Overturned,3,5:00,3 Rnd (5-5-5),Failed Drug Test by AllanWade Vierra 28 - 29.Marcos Rosales 28 - 29.Ron McCarthy 27 - 30.,No Contest
